Substructure,Count,Count max,step max,step min,step count,step_list,median_score_fragment_max,median_score_fragment_min,Mean score cluster,median_score_fragment_list,diff_median_score_max,diff_median_score_min,Mean diff score,diff_median_score_list,count_per_molecule_max,count_per_molecule_first,count_per_molecule_mean,Total Number of Molecules with Substructure,Number of Molecules with Substructure List,Molecules containing fragment,Number of Molecules_with_Fragment,count_perc_ratio
Brc1ccc(-c2ccccc2)c(-c2ccccc2-c2cc3ccccc3cc2-c2c3ccccc3cc3ccccc23)c1,1,1,180,180,1,[180],0.4575598,0.4575598,0.4575598,[0.4575598],0.20403305,0.20403305,0.20403305,[0.20403305],2,2,2.0,2,[2],{'Brc1ccc(-c2ccccc2)c(-c2ccccc2-c2cc3ccccc3cc2-c2c3ccccc3cc3ccccc23)c1'},1,1.0
Brc1ccc(-c2nnc3c4ccccc4ccn23)cc1,1,1,160,160,1,[160],0.0430536,0.0430536,0.0430536,[0.0430536],-0.2098354999999999,-0.2098354999999999,-0.2098354999999999,[-0.2098354999999999],2,2,2.0,2,[2],{'Brc1ccc(-c2nnc3c4ccccc4ccn23)cc1'},1,1.0
Brc1ccc(C(c2ccccc2)c2c(-c3c4ccccc4cc4ccccc34)ccc3ccccc23)c(Sc2c3ccccc3cc3ccccc23)c1,1,1,260,260,1,[260],0.4851486,0.4851486,0.4851486,[0.4851486],0.0815047499999999,0.0815047499999999,0.0815047499999999,[0.0815047499999999],2,2,2.0,2,[2],{'Brc1ccc(C(c2ccccc2)c2c(-c3c4ccccc4cc4ccccc34)ccc3ccccc23)c(Sc2c3ccccc3cc3ccccc23)c1'},1,1.0
Brc1ccc(C2=C(c3ccccc3)C(=C3c4ccccc4-c4ccccc43)C(=Nc3ccccc3)N2c2ccccc2)cc1,1,1,340,340,1,[340],0.5071943,0.5071943,0.5071943,[0.5071943],0.0002357499999999,0.0002357499999999,0.0002357499999999,[0.0002357499999999],2,2,2.0,2,[2],{'Brc1ccc(C2=C(c3ccccc3)C(=C3c4ccccc4-c4ccccc43)C(=Nc3ccccc3)N2c2ccccc2)cc1'},1,1.0
Brc1ccc(C2=C(c3ccccc3)N(c3ccc(Br)cc3)C(=Cc3ccccc3)c3cc4ccccc4cc32)cc1,1,1,320,320,1,[320],0.3181282,0.3181282,0.3181282,[0.3181282],-0.2037558,-0.2037558,-0.2037558,[-0.2037558],2,2,2.0,2,[2],{'Brc1ccc(C2=C(c3ccccc3)N(c3ccc(Br)cc3)C(=Cc3ccccc3)c3cc4ccccc4cc32)cc1'},1,1.0
Brc1ccc(C2=C(c3ccccc3)c3cccc4cccc(c34)C2(c2ccccc2)c2ccccc2)cc1,1,1,80,80,1,[80],0.1899306,0.1899306,0.1899306,[0.1899306],0.12112725,0.12112725,0.12112725,[0.12112725],2,2,2.0,2,[2],{'Brc1ccc(C2=C(c3ccccc3)c3cccc4cccc(c34)C2(c2ccccc2)c2ccccc2)cc1'},1,1.0
Brc1ccc(C2=C3CC4C(c5ccccc5)C(Br)(Br)C(O2)C34c2ccccc2)cc1,1,1,120,120,1,[120],0.0254217,0.0254217,0.0254217,[0.0254217],-0.0952016,-0.0952016,-0.0952016,[-0.0952016],2,2,2.0,2,[2],{'Brc1ccc(C2=C3CC4C(c5ccccc5)C(Br)(Br)C(O2)C34c2ccccc2)cc1'},1,1.0
Brc1ccc(C2=C3[N+](=Cc4ccccc4)c4ccccc4[B-]3(c3ccc(Br)cc3)c3ccccc32)cc1,1,1,310,310,1,[310],0.391405,0.391405,0.391405,[0.391405],-0.1169037499999999,-0.1169037499999999,-0.1169037499999999,[-0.1169037499999999],2,2,2.0,2,[2],{'Brc1ccc(C2=C3[N+](=Cc4ccccc4)c4ccccc4[B-]3(c3ccc(Br)cc3)c3ccccc32)cc1'},1,1.0
Brc1ccc(C2=CC(=C(c3ccccc3)c3ccccc3)c3ccccc32)cc1,1,1,290,290,1,[290],0.501223,0.501223,0.501223,[0.501223],0.0319916999999999,0.0319916999999999,0.0319916999999999,[0.0319916999999999],2,2,2.0,2,[2],{'Brc1ccc(C2=CC(=C(c3ccccc3)c3ccccc3)c3ccccc32)cc1'},1,1.0
Brc1ccc(C2=CC(=C3c4ccccc4-c4ccccc43)c3ccccc32)cc1,1,1,300,300,1,[300],0.5109572,0.5109572,0.5109572,[0.5109572],0.01032215,0.01032215,0.01032215,[0.01032215],2,2,2.0,2,[2],{'Brc1ccc(C2=CC(=C3c4ccccc4-c4ccccc43)c3ccccc32)cc1'},1,1.0
Brc1ccc(C2=CC(=c3c4ccccc4c4c5cccc(c35)C=CC=4)c3ccccc32)cc1,1,1,360,360,1,[360],0.3617865,0.3617865,0.3617865,[0.3617865],-0.1436222499999999,-0.1436222499999999,-0.1436222499999999,[-0.1436222499999999],2,2,2.0,2,[2],{'Brc1ccc(C2=CC(=c3c4ccccc4c4c5cccc(c35)C=CC=4)c3ccccc32)cc1'},1,1.0
Brc1ccc(C2=c3oc(=C(c4ccccc4)c4ccccc4)c(-c4ccccc4)c3N(c3ccccc3)c3ccccc32)cc1,1,1,230,230,1,[230],0.498265,0.498265,0.498265,[0.498265],0.1046836999999999,0.1046836999999999,0.1046836999999999,[0.1046836999999999],2,2,2.0,2,[2],{'Brc1ccc(C2=c3oc(=C(c4ccccc4)c4ccccc4)c(-c4ccccc4)c3N(c3ccccc3)c3ccccc32)cc1'},1,1.0
Brc1ccc(C2N=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1,1,1,160,160,1,[160],0.1939605,0.1939605,0.1939605,[0.1939605],-0.0589285999999999,-0.0589285999999999,-0.0589285999999999,[-0.0589285999999999],2,2,2.0,2,[2],{'Brc1ccc(C2N=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1'},1,1.0
Brc1ccc(C=NN=C2c3ccccc3-c3cccc4cccc2c34)cc1,1,1,90,90,1,[90],0.2360919,0.2360919,0.2360919,[0.2360919],0.1821195,0.1821195,0.1821195,[0.1821195],2,2,2.0,2,[2],{'Brc1ccc(C=NN=C2c3ccccc3-c3cccc4cccc2c34)cc1'},1,1.0
Brc1ccc(C=NN=Cc2ccccc2)cc1,1,1,80,80,1,[80],0.1078473,0.1078473,0.1078473,[0.1078473],0.0390439499999999,0.0390439499999999,0.0390439499999999,[0.0390439499999999],2,2,2.0,2,[2],{'Brc1ccc(C=NN=Cc2ccccc2)cc1'},1,1.0
Brc1ccc(C=Nc2c(-c3ccccc3)cc(-c3ccc(Br)cc3)cc2-c2ccc(Br)cc2)cc1,1,1,160,160,1,[160],0.1448599,0.1448599,0.1448599,[0.1448599],-0.1080291999999999,-0.1080291999999999,-0.1080291999999999,[-0.1080291999999999],2,2,2.0,2,[2],{'Brc1ccc(C=Nc2c(-c3ccccc3)cc(-c3ccc(Br)cc3)cc2-c2ccc(Br)cc2)cc1'},1,1.0
Brc1ccc(CN2C3=CC=CC3Oc3ccccc32)cc1,1,1,180,180,1,[180],0.141275,0.141275,0.141275,[0.141275],-0.1151037499999999,-0.1151037499999999,-0.1151037499999999,[-0.1151037499999999],2,2,2.0,2,[2],{'Brc1ccc(CN2C3=CC=CC3Oc3ccccc32)cc1'},1,1.0
Brc1ccc(CN2N=C(c3ccccc3)CC2=C2C=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1,1,1,360,360,1,[360],0.3627242,0.3627242,0.3627242,[0.3627242],-0.1426845499999999,-0.1426845499999999,-0.1426845499999999,[-0.1426845499999999],2,2,2.0,2,[2],{'Brc1ccc(CN2N=C(c3ccccc3)CC2=C2C=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1'},1,1.0
Brc1ccc(N=C2C(=Cc3ccccc3)[S+]=C3[N-]N(c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)C(=Nc4ccc(Br)cc4)N23)cc1,1,1,200,200,1,[200],0.1717677,0.1717677,0.1717677,[0.1717677],-0.1329806999999999,-0.1329806999999999,-0.1329806999999999,[-0.1329806999999999],2,2,2.0,2,[2],{'Brc1ccc(N=C2C(=Cc3ccccc3)[S+]=C3[N-]N(c4ccc(-c5ccc(-c6ccccc6)cc5)cc4)C(=Nc4ccc(Br)cc4)N23)cc1'},1,1.0
Brc1ccc(NN=C2C(c3cccc4ccccc34)=Cc3ccccc32)cc1,1,1,210,210,1,[210],0.4398525,0.4398525,0.4398525,[0.4398525],0.1655086,0.1655086,0.1655086,[0.1655086],2,2,2.0,2,[2],{'Brc1ccc(NN=C2C(c3cccc4ccccc34)=Cc3ccccc32)cc1'},1,1.0
Brc1ccc(NN=C2C=C3C=CC=CC(c4ccccc4)=C3C(=NNc3ccc(Br)cc3)C2=NNc2ccc(Br)cc2)cc1,1,1,240,240,1,[240],0.4575258,0.4575258,0.4575258,[0.4575258],0.0928462999999999,0.0928462999999999,0.0928462999999999,[0.0928462999999999],2,2,2.0,2,[2],{'Brc1ccc(NN=C2C=C3C=CC=CC(c4ccccc4)=C3C(=NNc3ccc(Br)cc3)C2=NNc2ccc(Br)cc2)cc1'},1,1.0
Brc1ccc(NN=C2CC(c3ccc(Br)cc3)=NNc3ccccc32)cc1,1,1,220,220,1,[220],0.2407981,0.2407981,0.2407981,[0.2407981],-0.1068948,-0.1068948,-0.1068948,[-0.1068948],2,2,2.0,2,[2],{'Brc1ccc(NN=C2CC(c3ccc(Br)cc3)=NNc3ccccc32)cc1'},1,1.0
Brc1ccc([As]2c3ccccc3-c3ccccc32)cc1,1,1,250,250,1,[250],0.0209683,0.0209683,0.0209683,[0.0209683],-0.379227,-0.379227,-0.379227,[-0.379227],2,2,2.0,2,[2],{'Brc1ccc([As]2c3ccccc3-c3ccccc32)cc1'},1,1.0
Brc1ccc2c(-c3ccccc3)c3c(c(Br)c2c1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1-3,1,1,300,300,1,[300],0.3853954,0.3853954,0.3853954,[0.3853954],-0.1189437999999999,-0.1189437999999999,-0.1189437999999999,[-0.1189437999999999],2,2,2.0,2,[2],{'Brc1ccc2c(-c3ccccc3)c3c(c(Br)c2c1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1-3'},1,1.0
Brc1ccc2c(C3CC(c4ccccc4)=NN3c3ccccc3)c[nH]c2c1,1,1,360,360,1,[360],0.2396025,0.2396025,0.2396025,[0.2396025],-0.2658062499999999,-0.2658062499999999,-0.2658062499999999,[-0.2658062499999999],2,2,2.0,2,[2],{'Brc1ccc2c(C3CC(c4ccccc4)=NN3c3ccccc3)c[nH]c2c1'},1,1.0
Brc1ccc2c(C3OC3c3ccccc3)cccc2c1,1,1,180,180,1,[180],0.053557,0.053557,0.053557,[0.053557],-0.20282175,-0.20282175,-0.20282175,[-0.20282175],2,2,2.0,2,[2],{'Brc1ccc2c(C3OC3c3ccccc3)cccc2c1'},1,1.0
Brc1ccc2c(C=C3CN4C(=C3c3ccccc3)Cn3cccc3C4c3ccccc3)c3ccccc3cc2c1,1,1,230,230,1,[230],0.4986114,0.4986114,0.4986114,[0.4986114],0.1050300999999999,0.1050300999999999,0.1050300999999999,[0.1050300999999999],2,2,2.0,2,[2],{'Brc1ccc2c(C=C3CN4C(=C3c3ccccc3)Cn3cccc3C4c3ccccc3)c3ccccc3cc2c1'},1,1.0
Brc1ccc2c(C=Nc3ccccc3P(c3ccccc3)c3ccccc3)c(Br)ccc2c1,1,1,170,170,1,[170],0.1849629,0.1849629,0.1849629,[0.1849629],-0.0255323999999999,-0.0255323999999999,-0.0255323999999999,[-0.0255323999999999],2,2,2.0,2,[2],{'Brc1ccc2c(C=Nc3ccccc3P(c3ccccc3)c3ccccc3)c(Br)ccc2c1'},1,1.0
Brc1ccc2c(c1)C(=C1C=C(c3ccncc3)c3ccc(Br)cc31)C=C2,1,1,310,310,1,[310],0.418617,0.418617,0.418617,[0.418617],-0.0896917499999999,-0.0896917499999999,-0.0896917499999999,[-0.0896917499999999],2,2,2.0,2,[2],{'Brc1ccc2c(c1)C(=C1C=C(c3ccncc3)c3ccc(Br)cc31)C=C2'},1,1.0
Brc1ccc2c(c1)C(=C1C=CC=[S+]1)N(c1ccccc1)[N-]2,1,1,210,210,1,[210],0.4700212,0.4700212,0.4700212,[0.4700212],0.1956773,0.1956773,0.1956773,[0.1956773],2,2,2.0,2,[2],{'Brc1ccc2c(c1)C(=C1C=CC=[S+]1)N(c1ccccc1)[N-]2'},1,1.0
Brc1ccc2c(c1)C1=C3CCCC1CCN2C3c1ccccc1,1,1,140,140,1,[140],0.093835,0.093835,0.093835,[0.093835],-0.09093115,-0.09093115,-0.09093115,[-0.09093115],2,2,2.0,2,[2],{'Brc1ccc2c(c1)C1=C3CCCC1CCN2C3c1ccccc1'},1,1.0
Brc1ccc2c(c1)c(=C1c3ccccc3-c3ccccc31)c1c2ccc2c3cccc4cccc(c43)c21,1,1,160,160,1,[160],0.4092998,0.4092998,0.4092998,[0.4092998],0.1643075,0.1643075,0.1643075,[0.1643075],2,2,2.0,2,[2],{'Brc1ccc2c(c1)c(=C1c3ccccc3-c3ccccc31)c1c2ccc2c3cccc4cccc(c43)c21'},1,1.0
Brc1ccc2cc3cc4ccccc4cc3c(C=NNc3ccccc3)c2c1,1,1,290,290,1,[290],0.5870652,0.5870652,0.5870652,[0.5870652],0.1178338999999999,0.1178338999999999,0.1178338999999999,[0.1178338999999999],2,2,2.0,2,[2],{'Brc1ccc2cc3cc4ccccc4cc3c(C=NNc3ccccc3)c2c1'},1,1.0
Brc1cccc(-c2c(-c3ccccc3)c(Br)c3cc2c(Br)cc3=Cc2ccccc2)c1,1,1,230,230,1,[230],0.5188719,0.5188719,0.5188719,[0.5188719],0.1252906,0.1252906,0.1252906,[0.1252906],2,2,2.0,2,[2],{'Brc1cccc(-c2c(-c3ccccc3)c(Br)c3cc2c(Br)cc3=Cc2ccccc2)c1'},1,1.0
Brc1cccc(Br)c1-c1nc2c(ncn2-c2ccccc2)c2ccccc12,1,1,60,60,1,[60],0.0631412,0.0631412,0.0631412,[0.0631412],0.0393260999999999,0.0393260999999999,0.0393260999999999,[0.0393260999999999],2,2,2.0,2,[2],{'Brc1cccc(Br)c1-c1nc2c(ncn2-c2ccccc2)c2ccccc12'},1,1.0
