Substructure,Count,Count ratio,Number_of_molecules_with_fragment,Ratio_of_Molecules_with_Fragment,median_score,median_score_fragment,median_score_not_fragment,molecules_with_fragment,num_atoms,diff_median_score,step
Cc1ccccc1-n1ncc(C)c1C1OS(=O)(=O)NC1c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0017935,0.00032315,['Cc1ccccc1-n1ncc(C)c1C1OS(=O)(=O)NC1c1ccccc1'],26,0.00147035,10
CCN(CC)c1ccc(C=NN=Cc2ccc(N(C)C)cc2)c(O)c1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCN(CC)c1ccc(C=NN=Cc2ccc(N(C)C)cc2)c(O)c1'],25,-0.00038585,10
CC1=C2CC3(C)Oc4ccc(C)cc4C(=O)C3C2(C)N(C)C1=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.025767,0.00032315,['CC1=C2CC3(C)Oc4ccc(C)cc4C(=O)C3C2(C)N(C)C1=O'],23,0.02544385,10
CCOC(=O)C1C(c2ccc([N+](=O)[O-])cc2)C(=NC(N)=O)N(O)C1C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCOC(=O)C1C(c2ccc([N+](=O)[O-])cc2)C(=NC(N)=O)N(O)C1C'],25,-0.00038585,10
COC(=O)c1ccc(C=C2CCCc3ccc(OC)cc32)c(OC)c1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0557652,0.00032315,['COC(=O)c1ccc(C=C2CCCc3ccc(OC)cc32)c(OC)c1'],25,0.05544205,10
CC1(C)C2CCC1C1(OCc3ccccc3)C(=O)c3ccccc3C21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0394338,0.00032315,['CC1(C)C2CCC1C1(OCc3ccccc3)C(=O)c3ccccc3C21'],25,0.03911065,10
O=C(C=Cc1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['O=C(C=Cc1c2ccccc2cc2ccccc12)c1ccc(Cl)cc1'],25,-0.00038585,10
Cc1ccc(S(=O)(=O)N2Cc3ccccc3C2c2ccccc2)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0022229,0.00032315,['Cc1ccc(S(=O)(=O)N2Cc3ccccc3C2c2ccccc2)cc1'],25,0.00189975,10
O=S(=O)(O[C-]=C(c1ccccc1)C(F)(Br)c1ccccc1)C(F)(F)F,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['O=S(=O)(O[C-]=C(c1ccccc1)C(F)(Br)c1ccccc1)C(F)(F)F'],25,-0.00038585,10
CC1(C)CC(=Cc2ccccc2)C(=O)C(=Cc2ccc(Br)cc2)C1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0779917,0.00032315,['CC1(C)CC(=Cc2ccccc2)C(=O)C(=Cc2ccc(Br)cc2)C1'],24,0.07766855,10
O=C(Nc1ccc(O)cc1)C(=O)ON1C(=O)c2ccccc2C1=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['O=C(Nc1ccc(O)cc1)C(=O)ON1C(=O)c2ccccc2C1=O'],24,-0.00038585,10
CCc1ccccc1N1CC(c2ccccc2)=Nc2cccnc21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCc1ccccc1N1CC(c2ccccc2)=Nc2cccnc21'],24,-0.00038585,10
CC(NC(=O)c1ccc(Br)cc1)C(C)(O)C(=O)c1ccc(Br)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(NC(=O)c1ccc(Br)cc1)C(C)(O)C(=O)c1ccc(Br)cc1'],24,-0.00038585,10
Cc1nn(-c2ccccc2[N+](=O)[O-])nc1-c1ccc(C(=O)O)nc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0325996,0.00032315,['Cc1nn(-c2ccccc2[N+](=O)[O-])nc1-c1ccc(C(=O)O)nc1'],24,0.03227645,10
Clc1cccc(C(=CNc2ccccc2)c2ccccc2)c1Cl,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['Clc1cccc(C(=CNc2ccccc2)c2ccccc2)c1Cl'],23,-0.00038585,10
CC(C)(C)C(OC(=O)c1ccccc1)C(C)(Cc1ccccc1)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)(C)C(OC(=O)c1ccccc1)C(C)(Cc1ccccc1)c1ccccc1'],29,-0.00038585,10
Cc1c[s+]c(-c2cncc(-c3ccc(C)c(-c4n[n-]c(-c5ccccn5)[s+]4)n3)c2)[n-]1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0574277,0.00032315,['Cc1c[s+]c(-c2cncc(-c3ccc(C)c(-c4n[n-]c(-c5ccccn5)[s+]4)n3)c2)[n-]1'],30,0.05710455,10
Cc1c(C2OC(=O)c3ccccc32)cccc1C(c1ccccc1)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0032356,0.00032315,['Cc1c(C2OC(=O)c3ccccc32)cccc1C(c1ccccc1)c1ccccc1'],30,0.00291245,10
CC(=O)c1nn2c3c1C1(CC3(C)C(=O)N(C)C1=O)c1ccccc1-c1ccccc1-2,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)c1nn2c3c1C1(CC3(C)C(=O)N(C)C1=O)c1ccccc1-c1ccccc1-2'],30,-0.00038585,10
CC(C)(C)OC(=O)N1C(C(c2ccccc2)C2(C)C(=O)N(Cc3ccccc3)c3cc(Cl)ccc32)=C2CCC1C1OC(C)(C)OC1C2,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)(C)OC(=O)N1C(C(c2ccccc2)C2(C)C(=O)N(Cc3ccccc3)c3cc(Cl)ccc32)=C2CCC1C1OC(C)(C)OC1C2'],47,-0.00038585,10
FC1C2c3ccccc3C3OC4CCCC4c4cccc(c4OCc4ccccn4)Cc4cccc(c4OCc4ccccn4)C3C12,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0020243,0.00032315,['FC1C2c3ccccc3C3OC4CCCC4c4cccc(c4OCc4ccccn4)Cc4cccc(c4OCc4ccccn4)C3C12'],47,0.0017011500000000002,10
CCC(C)(B1OC(C2(c3ccccc3)N(Cc3ccccc3)CCN2c2ccccc2)=Cc2ccccc21)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCC(C)(B1OC(C2(c3ccccc3)N(Cc3ccccc3)CCN2c2ccccc2)=Cc2ccccc21)c1ccccc1'],44,-0.00038585,10
c1ccc(-c2cc(-c3ccccc3)c3c(c2-c2ccccc2)[Si](c2ccccc2)(c2ccccc2)c2ccccc2-3)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0377719,0.00032315,['c1ccc(-c2cc(-c3ccccc3)c3c(c2-c2ccccc2)[Si](c2ccccc2)(c2ccccc2)c2ccccc2-3)cc1'],43,0.037448749999999996,10
CCOc1ccccc1C1C(c2ccc(OC)cc2)C12C(=O)N(C(c1ccccc1)c1ccccc1)c1ccccc12,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCOc1ccccc1C1C(c2ccc(OC)cc2)C12C(=O)N(C(c1ccccc1)c1ccccc1)c1ccccc12'],42,-0.00038585,10
COc1ccc(OC2C(=O)c3ccccc3C=C2c2ccccc2)cc1CN(Cc1ccccc1)Cc1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0600646,0.00032315,['COc1ccc(OC2C(=O)c3ccccc3C=C2c2ccccc2)cc1CN(Cc1ccccc1)Cc1ccccc1'],42,0.05974145,10
CP1COCC1C(=O)N1C(=O)c2ccccc2C1CC1C(CCc2ccccc2)CCCC1O[Si](C)(C)C(C)(C)C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CP1COCC1C(=O)N1C(=O)c2ccccc2C1CC1C(CCc2ccccc2)CCCC1O[Si](C)(C)C(C)(C)C'],41,-0.00038585,10
CC(=O)Nc1ccc2ccccc2c1Cc1ccc(O)c(CN(Cc2ccccn2)Cc2ccccn2)c1O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)Nc1ccc2ccccc2c1Cc1ccc(O)c(CN(Cc2ccccn2)Cc2ccccn2)c1O'],39,-0.00038585,10
Cc1cc(C)c(B(c2cccc(P(c3ccccc3)c3ccccc3)c2)c2c(C)cc(C)cc2C)c(C)c1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0176909,0.00032315,['Cc1cc(C)c(B(c2cccc(P(c3ccccc3)c3ccccc3)c2)c2c(C)cc(C)cc2C)c(C)c1'],38,0.017367749999999998,10
C#CC1(COC(=O)C(C)(C)C)CC(C(CO)NC(C)(C)C)C(COC(=O)c2ccc([N+](=O)[O-])cc2)O1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['C#CC1(COC(=O)C(C)(C)C)CC(C(CO)NC(C)(C)C)C(COC(=O)c2ccc([N+](=O)[O-])cc2)O1'],36,-0.00038585,10
CC(c1ccccc1)N1C(=O)C2CC1C1C3CC(C23)C1N(Cc1ccccc1)Cc1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(c1ccccc1)N1C(=O)C2CC1C1C3CC(C23)C1N(Cc1ccccc1)Cc1ccccc1'],35,-0.00038585,10
CC1=NB(C(C#N)=Cc2ccccc2)N(c2cccnc2)[B-](c2ccccc2)(c2ccccc2)O1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC1=NB(C(C#N)=Cc2ccccc2)N(c2cccnc2)[B-](c2ccccc2)(c2ccccc2)O1'],35,-0.00038585,10
C=C(C(Cl)(N(Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1)C(F)(F)F)S(=O)(=O)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['C=C(C(Cl)(N(Cc1ccccc1)S(=O)(=O)c1ccc(C)cc1)C(F)(F)F)S(=O)(=O)c1ccccc1'],35,-0.00038585,10
CCn1c(-c2ccc(C(=O)c3ccc(OC)cc3)cc2)nc2ccc(-c3ccc(Br)cc3Br)cc21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCn1c(-c2ccc(C(=O)c3ccc(OC)cc3)cc2)nc2ccc(-c3ccc(Br)cc3Br)cc21'],35,-0.00038585,10
CCCCCCCCCCCCOc1cccc2c(OCCCCCCCCCC)cccc12,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCCCCCCCCCCCOc1cccc2c(OCCCCCCCCCC)cccc12'],34,-0.00038585,10
Cc1ccc(C2CC23CC(=O)N2c4c(-c5ccccc5)nnn4C(=O)c4ccccc4N23)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0334492,0.00032315,['Cc1ccc(C2CC23CC(=O)N2c4c(-c5ccccc5)nnn4C(=O)c4ccccc4N23)cc1'],34,0.03312605,10
CCOC(=O)C12COCOC1C1C(C)C(O[Si](C)(C)C(C)(C)C)C3OC1C(C)C(C)CCC32C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCOC(=O)C12COCOC1C1C(C)C(O[Si](C)(C)C(C)(C)C)C3OC1C(C)C(C)CCC32C'],34,-0.00038585,10
COc1ccc(-c2oc(=O)c(-c3ccccc3)cc2-c2cccc(OC)c2OC)cc1OC,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.2064143,0.00032315,['COc1ccc(-c2oc(=O)c(-c3ccccc3)cc2-c2cccc(OC)c2OC)cc1OC'],33,0.20609115,10
CC(C)c1cccc(C(C)C)c1N=P(=Nc1c(C(C)C)cccc1C(C)C)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)c1cccc(C(C)C)c1N=P(=Nc1c(C(C)C)cccc1C(C)C)c1ccccc1'],33,-0.00038585,10
C=C(C(C)=O)C(c1ccccc1)N(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccc(C)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['C=C(C(C)=O)C(c1ccccc1)N(c1ccc(C(=O)OC)cc1)S(=O)(=O)c1ccc(C)cc1'],33,-0.00038585,10
N#Cc1cnc2ccc3c(-c4ccccc4)c4ccccc4nc3c2c1-c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.2305898,0.00032315,['N#Cc1cnc2ccc3c(-c4ccccc4)c4ccccc4nc3c2c1-c1ccccc1'],32,0.23026665000000002,10
CC(=O)C12OC(c3ccccc3)=CC1OC1=C(C(=O)CC(C)(C)C1)C2c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)C12OC(c3ccccc3)=CC1OC1=C(C(=O)CC(C)(C)C1)C2c1ccccc1'],31,-0.00038585,10
CC(C)OC(=O)C(C#N)=C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)OC(=O)C(C#N)=C(c1ccccc1)N(Cc1ccccc1)Cc1ccccc1'],31,-0.00038585,10
Oc1ccc2cccc(CNCCNCc3c4ccccc4cc4ccccc34)c2c1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['Oc1ccc2cccc(CNCCNCc3c4ccccc4cc4ccccc34)c2c1'],31,-0.00038585,10
O=C1C2CN3CCN1c1ccccc1C(C(F)(F)F)OC2(Nc1ccc(Br)cc1)CC3,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0037595,0.00032315,['O=C1C2CN3CCN1c1ccccc1C(C(F)(F)F)OC2(Nc1ccc(Br)cc1)CC3'],31,0.00343635,10
O=C(Nc1cc(Br)c(Br)c2c(Br)cccc12)c1ccccc1Cl,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0729988,0.00032315,['O=C(Nc1cc(Br)c(Br)c2c(Br)cccc12)c1ccccc1Cl'],23,0.07267565000000001,10
O=C1N(c2ccccc2)CCN1C1CC1Oc1ccc(F)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0024623,0.00032315,['O=C1N(c2ccccc2)CCN1C1CC1Oc1ccc(F)cc1'],23,0.0021391500000000003,10
CC(=O)NCC(N)=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)NCC(N)=O'],8,-0.00038585,10
CC1=C(Cl)C(=O)c2c(occc2=O)C1=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.043163,0.00032315,['CC1=C(Cl)C(=O)c2c(occc2=O)C1=O'],15,0.04283985,10
CNC(=O)C=CN1C(=O)c2ccccc2C1(C)O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CNC(=O)C=CN1C(=O)c2ccccc2C1(C)O'],18,-0.00038585,10
COS(=O)([S-])=C1[S+]=C(C2=NOC(C)C2C)CC1C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.1052801,0.00032315,['COS(=O)([S-])=C1[S+]=C(C2=NOC(C)C2C)CC1C'],18,0.10495695000000001,10
CCOC(=O)c1c(OC)cc(OC)cc1OC,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCOC(=O)c1c(OC)cc(OC)cc1OC'],17,-0.00038585,10
c1ccc2c(c1)Cc1cccc3scc(c13)C2,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.003053,0.00032315,['c1ccc2c(c1)Cc1cccc3scc(c13)C2'],17,0.0027298500000000002,10
OC1C2C=CN(CC2)C1Cc1ccc(Cl)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0011668,0.00032315,['OC1C2C=CN(CC2)C1Cc1ccc(Cl)cc1'],17,0.0008436499999999999,10
COCC(=C(Cl)c1ccccc1)c1ccco1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['COCC(=C(Cl)c1ccccc1)c1ccco1'],17,-0.00038585,10
CN1CCN(N=Nc2ccccc2Br)CC1=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0906315,0.00032315,['CN1CCN(N=Nc2ccccc2Br)CC1=O'],17,0.09030835000000001,10
O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0067566,0.00032315,['O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1'],17,0.006433449999999999,10
c1ccc2c(c1)sc1c3ccccc3sc21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0143848,0.00032315,['c1ccc2c(c1)sc1c3ccccc3sc21'],16,0.01406165,10
CC(=O)Nc1ccccc1C(=O)C(C)(C)F,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)Nc1ccccc1C(=O)C(C)(C)F'],16,-0.00038585,10
Cc1ccc2cc(C(N)=O)c(=O)oc2c1Br,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0396903,0.00032315,['Cc1ccc2cc(C(N)=O)c(=O)oc2c1Br'],16,0.03936715,10
O=C(O)c1ccc(-c2ccccc2)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0013313,0.00032315,['O=C(O)c1ccc(-c2ccccc2)cc1'],15,0.0010081500000000002,10
COC(=O)C12CC1C(C)(O)C(Cl)CC2Cl,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0001698,0.00038585,['COC(=O)C12CC1C(C)(O)C(Cl)CC2Cl'],15,-0.00021604999999999997,10
N#Cc1c(-c2cc3oc4ccccc4c3o2)oc2ccccc12,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.2036887,0.00032315,['N#Cc1c(-c2cc3oc4ccccc4c3o2)oc2ccccc12'],23,0.20336555,10
CC(C)n1ccc2cc([N+](=O)[O-])ccc21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)n1ccc2cc([N+](=O)[O-])ccc21'],15,-0.00038585,10
Cc1nc2ccccc2c(N)c1C=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0072415,0.00032315,['Cc1nc2ccccc2c(N)c1C=O'],14,0.006918349999999999,10
CCN1C(=S)c2ccccc2S1(=O)=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCN1C(=S)c2ccccc2S1(=O)=O'],14,-0.00038585,10
Cc1noc2c1[nH]c1ccccc12,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0012603,0.00032315,['Cc1noc2c1[nH]c1ccccc12'],13,0.00093715,10
N#CC1CCC(c2ccccc2)O1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.000153,0.00038585,['N#CC1CCC(c2ccccc2)O1'],13,-0.00023284999999999997,10
CCc1c(C)nn(CCCN)c1C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCc1c(C)nn(CCCN)c1C'],13,-0.00038585,10
CC(=O)C12CCC(C1)C(C)(C)C2=O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)C12CCC(C1)C(C)(C)C2=O'],13,-0.00038585,10
O=S1(=O)OCCCC2C=CCN21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,7.68e-05,0.00038585,['O=S1(=O)OCCCC2C=CCN21'],12,-0.00030904999999999995,10
ClC1=NC2=[NH+]C3(Cl)[N-]C23C(Cl)=N1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0016065,0.00032315,['ClC1=NC2=[NH+]C3(Cl)[N-]C23C(Cl)=N1'],12,0.00128335,10
OCc1nc2ccccc2[nH]1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0002747,0.00038585,['OCc1nc2ccccc2[nH]1'],11,-0.00011114999999999996,10
NC(=O)c1ccc(N)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0004001,0.00032315,['NC(=O)c1ccc(N)cc1'],10,7.695e-05,10
CC(=O)NC1=CCCCC1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=O)NC1=CCCCC1'],10,-0.00038585,10
CC(C)(C)C1=[Se][P-]([Se-])(C(C)(C)C)=[Se+]c2cscc21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)(C)C1=[Se][P-]([Se-])(C(C)(C)C)=[Se+]c2cscc21'],18,-0.00038585,10
CC1(C)CC(=O)C(=NNc2ccccc2)C(=O)C1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0548837,0.00032315,['CC1(C)CC(=O)C(=NNc2ccccc2)C(=O)C1'],18,0.05456055,10
Cc1ccc(NS(=O)(=O)c2ccccc2O)cc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0019447,0.00032315,['Cc1ccc(NS(=O)(=O)c2ccccc2O)cc1'],18,0.0016215499999999998,10
CC(C)P(Cc1cccc2cccnc12)C(C)(C)C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(C)P(Cc1cccc2cccnc12)C(C)(C)C'],19,-0.00038585,10
CC(=C(c1ccccc1)N(C)c1ccccc1)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CC(=C(c1ccccc1)N(C)c1ccccc1)c1ccccc1'],23,-0.00038585,10
O=C(c1ccccc1Br)c1ccc2ccccc2c1C=CCl,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['O=C(c1ccccc1Br)c1ccc2ccccc2c1C=CCl'],22,-0.00038585,10
COC(=O)c1cccc2nc(-c3ccccc3)n3occ3c12,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0283235,0.00032315,['COC(=O)c1cccc2nc(-c3ccccc3)n3occ3c12'],22,0.02800035,10
C=C=C1C2CN1S(=O)(=O)C(c1ccccc1)C1(C)CCCC21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['C=C=C1C2CN1S(=O)(=O)C(c1ccccc1)C1(C)CCCC21'],22,-0.00038585,10
OCC1OC(OC2OC(CO)C(O)C3OC23)C(O)C(O)C1O,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0003716,0.0003374,['OCC1OC(OC2OC(CO)C(O)C3OC23)C(O)C(O)C1O'],22,3.4199999999999964e-05,10
C=C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0281539,0.00032315,['C=C1CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC12C'],22,0.027830749999999998,10
C=C(C)CC1c2cc3ccccc3cc2C2CCCC(=O)N21,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['C=C(C)CC1c2cc3ccccc3cc2C2CCCC(=O)N21'],22,-0.00038585,10
CN(C)C(=O)C1CCC2C(C1)C1CCc3ccccc3N2O1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0024767,0.00032315,['CN(C)C(=O)C1CCC2C(C1)C1CCc3ccccc3N2O1'],22,0.00215355,10
CCOc1ccc(C=NNC(=O)c2ccccc2O)c(O)c1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['CCOc1ccc(C=NNC(=O)c2ccccc2O)c(O)c1'],22,-0.00038585,10
C=CC(CC(C#N)S(=O)(=O)c1ccccc1)c1ccccc1,1,0.8547008547008548,2,1.7094017094017095,0.0003716,0.0,0.00038585,['C=CC(CC(C#N)S(=O)(=O)c1ccccc1)c1ccccc1'],22,-0.00038585,10
